pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,sparsity,decomposability,regularity,pictoriality,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr
50,0.15,1,20953301.994737215,40,24,-1,-1,-1,-1,2606,3350,9.083395004272461,26.42920911172336,20
100,0.2,1,20011944.900661,40,25,-1,-1,-1,-1,27144,27888,9.36189889907837,27.672432776971544,20
90,0.2,1,19070540.71328818,40,26,-1,-1,-1,-1,5551,6295,9.130625128746033,29.038463477552664,20
80,0.2,1,18132800.960062645,40,27,-1,-1,-1,-1,3105,3849,8.754065036773682,30.54019074161209,20
70,0.2,1,17202422.721235376,40,28,-1,-1,-1,-1,2651,3395,8.217391967773438,32.191930693366366,20
60,0.2,1,16283074.053962823,40,29,-1,-1,-1,-1,2429,3173,7.645878791809082,34.00949956775676,20
50,0.2,1,15378379.530830115,40,30,-1,-1,-1,-1,2009,2753,7.159140706062317,36.01024405008343,20
100,0.25,1,14491905.949814126,40,31,-1,-1,-1,-1,12143,12887,7.156679034233093,38.21299985783463,20
90,0.25,1,13627148.272025462,40,32,-1,-1,-1,-1,3201,3945,6.891538500785828,40.63793751601188,20
80,0.25,1,12787515.842670444,40,33,-1,-1,-1,-1,2560,3304,6.67496383190155,43.30623764719834,20
70,0.25,1,11976318.949557556,40,34,-1,-1,-1,-1,1918,2662,6.397563219070435,46.23951669393862,20
60,0.25,1,11196755.77214211,40,35,-1,-1,-1,-1,1836,2580,5.882774591445923,49.4588978512705,20
50,0.25,1,10451899.77256292,40,36,-1,-1,-1,-1,1705,2449,5.36190390586853,52.98359265305195,20
100,0.35,1,9744687.57838259,40,37,-1,-1,-1,-1,2723,3467,5.178660750389099,56.82883063675557,20
90,0.35,1,9077907.404804064,40,38,-1,-1,-1,-1,1769,2513,4.968240559101105,61.00295754360062,20
80,0.35,1,8454188.062009484,40,39,-1,-1,-1,-1,1593,2337,4.784880578517914,65.50353457223328,20
70,0.35,1,7875988.590960344,40,40,-1,-1,-1,-1,1489,2233,4.659482538700104,70.3123415688539,20
60,0.35,1,7345588.568520261,40,41,-1,-1,-1,-1,1506,2250,4.2287033796310425,75.38935714058874,20
50,0.35,1,6865079.120122829,40,42,-1,-1,-1,-1,1448,2192,3.7171801924705505,80.66610599967737,20
100,0,1,6436354.675417615,40,43,-1,-1,-1,-1,51531,52275,29.88837957382202,86.03926103001288,20
90,0,1,6061105.49939784,40,44,-1,-1,-1,-1,10133,10877,20.821826457977295,91.3660387622385,20
80,0,1,5740811.028456267,40,45,-1,-1,-1,-1,5668,6412,16.731109619140625,96.46358280302321,20
70,0,1,5476734.037642086,40,46,-1,-1,-1,-1,4057,4801,13.810219764709473,101.11486082651187,20
60,0,1,5269915.662114728,40,47,-1,-1,-1,-1,2815,3559,11.65435791015625,105.08312381184821,20
50,0,1,5121171.292422662,40,48,-1,-1,-1,-1,3045,3789,10.911145210266113,108.13526210681088,20
100,0.05,1,5031087.359790262,40,49,-1,-1,-1,-1,45571,46315,22.496962547302246,110.07147369889562,20
90,0.05,1,5000019.0240869075,40,50,-1,-1,-1,-1,8691,9435,19.140876531600952,110.75541859585823,20
80,0.05,1,5028088.773593556,40,51,-1,-1,-1,-1,5833,6577,16.765666007995605,110.13711669299269,20
70,0.05,1,5115185.942087313,40,52,-1,-1,-1,-1,4434,5178,14.392306804656982,108.26179268353708,20
60,0.05,1,5260967.145147875,40,53,-1,-1,-1,-1,3417,4161,12.61924147605896,105.26186245256135,20
50,0.05,1,5464857.633965731,40,54,-1,-1,-1,-1,3227,3971,10.330365896224976,101.33460688126549,20
100,0.1,1,5726053.561314635,40,55,-1,-1,-1,-1,43973,44717,13.675308227539062,96.71219349769036,20
90,0.1,1,6043525.150754677,40,56,-1,-1,-1,-1,12668,13412,13.498892784118652,91.63181854730058,20
80,0.1,1,6416020.756571224,40,57,-1,-1,-1,-1,6526,7270,12.676522731781006,86.31194022133188,20
70,0.1,1,6842071.7984432485,40,58,-1,-1,-1,-1,5352,6096,10.154143571853638,80.93735586434497,20
60,0.1,1,7319998.551385863,40,59,-1,-1,-1,-1,4434,5178,9.719280004501343,75.65291114643124,20
50,0.1,1,7847916.768140011,40,60,-1,-1,-1,-1,3385,4129,9.593231081962585,70.56384724264194,20
100,0.15,1,8423745.107900238,40,61,-1,-1,-1,-1,43887,44631,11.440975666046143,65.74026076366393,20
90,0.15,1,9045213.342092402,40,62,-1,-1,-1,-1,12808,13552,11.954132318496704,61.2234536716738,20
80,0.15,1,9709871.304849759,40,63,-1,-1,-1,-1,6249,6993,11.76351547241211,57.03259936343395,20
70,0.15,1,10415098.552899739,40,64,-1,-1,-1,-1,3955,4699,11.282339096069336,53.17080747601937,20
60,0.15,1,11158114.696776876,40,65,-1,-1,-1,-1,2849,3593,10.476913452148438,49.63017633794033,20
50,0.15,1,11935990.362630645,40,66,-1,-1,-1,-1,2133,2877,9.900248646736145,46.39574791663532,20
100,0.2,1,12745658.741410851,40,67,-1,-1,-1,-1,24683,25427,10.071215629577637,43.44845654785675,20
90,0.2,1,13583927.679897219,40,68,-1,-1,-1,-1,5220,5964,9.974988102912903,40.767237064986354,20
80,0.2,1,14447492.265904002,40,69,-1,-1,-1,-1,3277,4021,9.762480854988098,38.330472154459336,20
70,0.2,1,15332947.858041767,40,70,-1,-1,-1,-1,2474,3218,9.314305782318115,36.11694275145898,20
60,0.2,1,16236803.508665863,40,71,-1,-1,-1,-1,1984,2728,8.783895373344421,34.1064175411397,20
50,0.2,1,17155495.727091204,40,72,-1,-1,-1,-1,2177,2921,8.483584523200989,32.27998822123783,20
100,0.25,1,18085402.528811127,40,73,-1,-1,-1,-1,6861,7605,8.434612154960632,30.620230825263448,20
90,0.25,1,19022857.715330712,40,74,-1,-1,-1,-1,2939,3683,8.227697610855103,29.11125175234338,20
80,0.25,1,19964165.328315776,40,75,-1,-1,-1,-1,2297,3041,7.877079248428345,27.738660289221222,20
70,0.25,1,20905614.22107119,40,76,-1,-1,-1,-1,1871,2615,7.68196702003479,26.48949675163501,20
60,0.25,1,21843492.689900126,40,77,-1,-1,-1,-1,1880,2624,7.34407901763916,25.35213611951597,20
50,0.25,1,22774103.10765924,40,78,-1,-1,-1,-1,1816,2560,7.033969163894653,24.3161804169472,20
100,0.35,1,23693776.50181642,40,79,-1,-1,-1,-1,2144,2888,6.665714979171753,23.372348429029284,20
90,0.35,1,24598887.019536495,40,80,-1,-1,-1,-1,1774,2518,6.139926910400391,22.512368123004396,20
80,0.35,1,25485866.22276561,40,81,-1,-1,-1,-1,1545,2289,6.082572937011719,21.728874944235912,20
70,0.35,1,26351217.156955346,40,82,-1,-1,-1,-1,1728,2472,5.908470153808594,21.015317687283037,20
60,0.35,1,27191528.13795993,40,83,-1,-1,-1,-1,1514,2258,5.776325464248657,20.365872678811048,20
50,0.35,1,28003486.2027511,40,84,-1,-1,-1,-1,1414,2158,5.630764961242676,19.775366395116762,20
100,0,1,28783890.170920722,40,85,-1,-1,-1,-1,53336,54080,31.99338436126709,19.239206261267014,20
90,0,1,29529663.26547541,40,86,-1,-1,-1,-1,9599,10343,18.00986409187317,18.753319163224276,20
80,0,1,30237865.243165262,40,87,-1,-1,-1,-1,10964,11708,20.04563331604004,18.314097094707172,20
70,0,1,30905703.98652228,40,88,-1,-1,-1,-1,2580,3324,15.280108451843262,17.91834931964334,20
60,0,1,31530546.511906367,40,89,-1,-1,-1,-1,4291,5035,16.181164979934692,17.563260433525482,20
50,0,1,32109929.350159258,40,90,-1,-1,-1,-1,5260,6004,16.93159580230713,17.24635373566318,20
100,0.05,1,32641568.25894005,40,91,-1,-1,-1,-1,55828,56572,29.263694286346436,16.96545936785154,20
90,0.05,1,33123367.228451196,40,92,-1,-1,-1,-1,12403,13147,27.962749004364014,16.718686725917568,20
80,0.05,1,33553426.7450494,40,93,-1,-1,-1,-1,3298,4042,24.850687980651855,16.504400704220373,20
70,0.05,1,33930051.28016173,40,94,-1,-1,-1,-1,4423,5167,23.51790189743042,16.321201386565082,20
60,0.05,1,34251755.97498168,40,95,-1,-1,-1,-1,3010,3754,18.915538787841797,16.167906848469137,20
50,0.05,1,34517272.49459034,40,96,-1,-1,-1,-1,2551,3295,14.494483470916748,16.04353878443872,20
100,0.1,1,34725554.028422646,40,97,-1,-1,-1,-1,37742,38486,17.971389293670654,15.947310719556416,20
90,0.1,1,34875779.41736412,40,98,-1,-1,-1,-1,10470,11214,17.757256031036377,15.878618607281412,20
80,0.1,1,34967356.3912068,40,99,-1,-1,-1,-1,8997,9741,19.16075587272644,15.837033655173833,20
70,0.1,1,34999923.90370063,40,100,-1,-1,-1,-1,5725,6469,19.02442455291748,15.822297257664825,20
60,0.1,1,34973353.55599416,40,101,-1,-1,-1,-1,3510,4254,18.34641456604004,15.834317950475372,20
50,0.1,1,34887750.1028527,40,102,-1,-1,-1,-1,2577,3321,17.123191356658936,15.873170335358443,20
100,0.15,1,34743451.03965804,40,103,-1,-1,-1,-1,37246,37990,17.992680072784424,15.939095957044875,20
90,0.15,1,34541025.27181802,40,104,-1,-1,-1,-1,13409,14153,18.373128175735474,16.032506147170675,20
80,0.15,1,34281270.87183197,40,105,-1,-1,-1,-1,4797,5541,18.340657949447632,16.15398688311249,20
70,0.15,1,33965211.93285472,40,106,-1,-1,-1,-1,3363,4107,15.568962097167969,16.30430574361665,20
60,0.15,1,33594094.53116427,40,107,-1,-1,-1,-1,2955,3699,14.72109079360962,16.48442107842124,20
50,0.15,1,33169381.813451238,40,108,-1,-1,-1,-1,2362,3106,14.576425552368164,16.695493546262743,20
100,0.2,1,32692748.228298604,40,109,-1,-1,-1,-1,27727,28471,15.076473951339722,16.938900215205916,20
90,0.2,1,32166072.924594484,40,110,-1,-1,-1,-1,6446,7190,15.045818090438843,17.216251461538384,20
80,0.2,1,31591432.34290494,40,111,-1,-1,-1,-1,3054,3798,13.948330879211426,17.529410948800244,20
70,0.2,1,30971092.029015634,40,112,-1,-1,-1,-1,3025,3769,13.61302375793457,17.88051901693313,20
60,0.2,1,30307497.70191788,40,113,-1,-1,-1,-1,2458,3202,13.48863959312439,18.272019862760114,20
50,0.2,1,29603265.611453842,40,114,-1,-1,-1,-1,2128,2872,13.235423564910889,18.706692946258485,20
100,0.25,1,28861172.22363639,40,115,-1,-1,-1,-1,10370,11114,13.21909785270691,19.187689110786437,20
90,0.25,1,28084143.274309665,40,116,-1,-1,-1,-1,2957,3701,12.955386638641357,19.71857195681581,20
80,0.25,1,27275242.234306708,40,117,-1,-1,-1,-1,1871,2615,12.674219608306885,20.303365053288452,20
70,0.25,1,26437658.231580887,40,118,-1,-1,-1,-1,1656,2400,12.39051103591919,20.94660560134209,20
60,0.25,1,25574693.477928545,40,119,-1,-1,-1,-1,1626,2370,12.146075963973999,21.653405170932828,20
50,0.25,1,24689750.2498737,40,120,-1,-1,-1,-1,1613,2357,11.777516603469849,22.42951809538182,20
100,0.35,1,23786317.475043014,40,121,-1,-1,-1,-1,1482,2226,11.559746265411377,23.28141800768589,20
90,0.35,1,22867956.97691516,40,122,-1,-1,-1,-1,1606,2350,11.509425640106201,24.216382799697907,20
80,0.35,1,21938289.432174925,40,123,-1,-1,-1,-1,1406,2150,11.299939155578613,25.242587928839228,20
70,0.35,1,21000980.096036043,40,124,-1,-1,-1,-1,1404,2148,11.085234880447388,26.369207411635344,20
60,0.35,1,20059724.35181118,40,125,-1,-1,-1,-1,1442,2186,10.779846906661987,27.60652092160975,20
100,0.0,1,19118233.141700584,40,126,-1,-1,-1,-1,49487,50231,35.61845064163208,28.96602399894893,20
100,0.0,1,18180218.336239126,40,127,-1,-1,-1,-1,49901,50645,42.895731925964355,30.460536268485665,20
100,0.0,1,17249378.10008329,40,128,-1,-1,-1,-1,41435,42179,42.56295680999756,32.10429945861793,20
100,0.0,1,16329382.31183438,40,129,-1,-1,-1,-1,36175,36919,43.75065326690674,33.913052522425176,20
100,0.02,1,15423858.09538041,40,130,-1,-1,-1,-1,39528,40272,40.911927223205566,35.90406476612113,20
100,0.04,1,14536375.519800749,40,131,-1,-1,-1,-1,39927,40671,37.93635129928589,38.096098937845184,20
100,0.05,1,13670433.524211444,40,132,-1,-1,-1,-1,35038,35782,37.247843742370605,40.509263954154214,20
100,0.05,1,12829446.123043844,40,133,-1,-1,-1,-1,42547,43291,37.06150770187378,43.16470054037012,20
100,0.06,1,12016728.946142506,40,134,-1,-1,-1,-1,42332,43076,35.697221755981445,46.0840219066245,20
100,0.09,1,11235486.166748429,40,135,-1,-1,-1,-1,34442,35186,32.97258138656616,49.28840566231276,20
100,0.1,1,10488797.868905209,40,136,-1,-1,-1,-1,43371,44115,31.156432628631592,52.79720392378978,20
100,0.1,1,9779607.904091978,40,137,-1,-1,-1,-1,41812,42556,30.188286304473877,56.625910305492724,20
100,0.11,1,9110712.28495945,40,138,-1,-1,-1,-1,35415,36159,29.76248025894165,60.783304606623815,20
100,0.14,1,8484748.161926962,40,139,-1,-1,-1,-1,43209,43953,27.475106716156006,65.26760599506488,20
72,0.02,1,7904183.426100925,40,140,-1,-1,-1,-1,7957,8701,21.320817470550537,70.06153199473195,20
100,0.15,1,7371306.979505418,40,141,-1,-1,-1,-1,46126,46870,22.6185941696167,75.12632448216885,20
100,0.15,1,6888219.710985273,40,142,-1,-1,-1,-1,43115,43859,23.01609516143799,80.39511270478754,20
100,0.16,1,6456826.213359369,40,143,-1,-1,-1,-1,40052,40796,23.26289653778076,85.76647128185269,20
100,0.2,1,6078827.274479518,40,144,-1,-1,-1,-1,21637,22381,21.53484582901001,91.09967679537593,20
100,0.2,1,5755713.171799606,40,145,-1,-1,-1,-1,25513,26257,20.898399353027344,96.21382849883275,20
100,0.22,1,5488757.796891045,40,146,-1,-1,-1,-1,21408,22152,13.272892236709595,100.89335702035767,20
68,0.0,1,5279013.633069256,40,147,-1,-1,-1,-1,4221,4965,15.452446937561035,104.90202119027846,20
100,0.25,1,5127307.60593183,40,148,-1,-1,-1,-1,20584,21328,14.7422456741333,108.00584684237155,20
100,0.25,1,5034237.82316797,40,149,-1,-1,-1,-1,15158,15902,14.27714228630066,110.00259015405733,20
100,0.26,1,5000171.216492629,40,150,-1,-1,-1,-1,9497,10241,13.773818016052246,110.75204748457566,20
59,0.0,1,5025242.095002033,40,151,-1,-1,-1,-1,3411,4155,14.465718269348145,110.19950671645721,20
64,0.0,1,5109351.615654184,40,152,-1,-1,-1,-1,5504,6248,15.57990550994873,108.38541593092063,20
63,0.0,1,5252168.1729619,40,153,-1,-1,-1,-1,3790,4534,14.974117279052734,105.43820794826198,20
65,0.01,1,5453128.706362028,40,154,-1,-1,-1,-1,4479,5223,14.860775470733643,101.55256364184469,20
64,0.0,1,5711440.920106519,40,155,-1,-1,-1,-1,3908,4652,14.45117712020874,96.95963028357333,20
64,0.0,1,6026086.406923287,40,156,-1,-1,-1,-1,5188,5932,14.780832529067993,91.89698962228135,20
70,0.04,1,6395824.66313166,40,157,-1,-1,-1,-1,3962,4706,14.31024432182312,86.58448740663988,20
65,0.0,1,6819197.979382819,40,158,-1,-1,-1,-1,4205,4949,14.123072624206543,81.20884621245746,20
100,0.24,1,7294537.187742973,40,159,-1,-1,-1,-1,22502,23246,13.616955280303955,75.91697536761022,20
65,0.0,1,7819968.242461504,40,160,-1,-1,-1,-1,3994,4738,13.819870948791504,70.81604206434551,20
70,0.04,1,8393419.608478714,40,161,-1,-1,-1,-1,5313,6057,14.041472673416138,65.97778090834316,20
70,0.0,1,9012630.428544084,40,162,-1,-1,-1,-1,8452,9196,15.997897386550903,61.44479177201305,20
70,0.03,1,9675159.43674542,40,163,-1,-1,-1,-1,5122,5866,15.032403469085693,57.23721698030054,20
74,0.0,1,10378394.583307197,40,164,-1,-1,-1,-1,8433,9177,15.957016944885254,53.358850018162606,20
78,0.0,1,11119563.332711764,40,165,-1,-1,-1,-1,3868,4612,15.051188468933105,49.80224343620408,20
100,0.1,1,11895743.594542589,40,166,-1,-1,-1,-1,44758,45502,19.561192989349365,46.552718255801786,20
82,0.0,1,12703875.24395448,40,167,-1,-1,-1,-1,9435,10179,20.616250038146973,43.59136006656964,20
78,0.0,1,13540772.1863503,40,168,-1,-1,-1,-1,6753,7497,19.47452187538147,40.89716541854489,20
80,0.0,1,14403134.918699332,40,169,-1,-1,-1,-1,4146,4890,17.100096940994263,38.448518543073455,20
80,0.0,1,15287563.537973022,40,170,-1,-1,-1,-1,9014,9758,18.789268732070923,36.224163426988156,20
80,0.0,1,16190571.14541247,40,171,-1,-1,-1,-1,4849,5593,17.13128089904785,34.20380881108762,20
81,0.0,1,17108597.593780193,40,172,-1,-1,-1,-1,5597,6341,16.438885927200317,32.368474210961956,20
96,0.01,1,18038023.523397237,40,173,-1,-1,-1,-1,24943,25687,25.965886116027832,30.700658488536142,20
98,0.0,1,18975184.631628178,40,174,-1,-1,-1,-1,35907,36651,33.795199394226074,29.18439060018161,20
97,0.01,1,19916386.119555347,40,175,-1,-1,-1,-1,26083,26827,29.942033290863037,27.805205054558545,20
96,0.01,1,20857917.258886393,40,176,-1,-1,-1,-1,27828,28572,28.580210208892822,26.55007176059564,20
96,0.01,1,21796066.021663696,40,177,-1,-1,-1,-1,20799,21543,27.18919038772583,25.407300539904035,20
96,0.01,1,22727133.715098146,40,178,-1,-1,-1,-1,28003,28747,27.800614833831787,24.366433838162003,20
96,0.02,1,23647449.56382818,40,179,-1,-1,-1,-1,22953,23697,27.095537185668945,23.418136425463683,20
100,0.05,1,24553385.182113152,40,180,-1,-1,-1,-1,38562,39306,30.695571899414062,22.554087588843817,20
97,0.03,1,25441368.878903966,40,181,-1,-1,-1,-1,22147,22891,29.087636470794678,21.76687907934053,20
96,0.05,1,26307899.73939207,40,182,-1,-1,-1,-1,23701,24445,27.673561573028564,21.04992057464778,20
99,0.05,1,27149561.427520353,40,183,-1,-1,-1,-1,38525,39269,30.47983407974243,20.39735343343917,20
98,0.01,1,27963035.65503824,40,184,-1,-1,-1,-1,31701,32445,33.7471342086792,19.803972888766918,20
97,0.06,1,28745115.26399934,40,185,-1,-1,-1,-1,25830,26574,28.809127807617188,19.26515844219134,20
98,0.07,1,29492716.87112271,40,186,-1,-1,-1,-1,26985,27729,27.564818859100342,18.77681199802326,20
96,0.06,1,30202893.024167128,40,187,-1,-1,-1,-1,20022,20766,26.35575532913208,18.335303163074094,20
95,0.04,1,30872843.82239139,40,188,-1,-1,-1,-1,21265,22009,26.156678199768066,17.937421093626504,20
94,0.01,1,31499927.95528613,40,189,-1,-1,-1,-1,16129,16873,26.149511337280273,17.580332272063757,20
94,0.03,1,32081673.116056807,40,190,-1,-1,-1,-1,19734,20478,25.446014404296875,17.261543623260557,20
94,0.03,1,32615785.74880199,40,191,-1,-1,-1,-1,23225,23969,24.025113582611084,16.978870423820492,20
94,0.03,1,33100160.090958565,40,192,-1,-1,-1,-1,23231,23975,25.206167697906494,16.730408507941533,20
93,0.04,1,33532886.475363195,40,193,-1,-1,-1,-1,21143,21887,24.812545776367188,16.51451032725336,20
94,0.05,1,33912258.859199256,40,194,-1,-1,-1,-1,21654,22398,24.766974449157715,16.329764475414127,20
100,0.1,1,34236781.5501457,40,195,-1,-1,-1,-1,45370,46114,25.044255256652832,16.17497833985634,20
100,0.1,1,34505175.10320986,40,196,-1,-1,-1,-1,42914,43658,25.428001880645752,16.049163591941443,20
100,0.1,1,34716381.36499564,40,197,-1,-1,-1,-1,38262,39006,25.183663368225098,15.951524272583688,20
97,0.08,1,34869567.645519875,40,198,-1,-1,-1,-1,21448,22192,26.148154735565186,15.881447273153984,20
98,0.09,1,34964130.001129225,40,199,-1,-1,-1,-1,29166,29910,25.462124347686768,15.838495051417402,20
93,0.06,1,34999695.6155746,40,200,-1,-1,-1,-1,14505,15249,24.904074668884277,15.82240045977921,20
96,0.09,1,34976124.26985567,40,201,-1,-1,-1,-1,16046,16790,23.27460289001465,15.833063598681147,20
96,0.09,1,34893508.8950404,40,202,-1,-1,-1,-1,23906,24650,24.10679340362549,15.870550642119904,20
98,0.11,1,34752175.205880255,40,203,-1,-1,-1,-1,27354,28098,23.313610553741455,15.935094615496112,20
96,0.09,1,34552680.41666543,40,204,-1,-1,-1,-1,19130,19874,23.507871627807617,16.027098138901593,20
97,0.1,1,34295811.044383034,40,205,-1,-1,-1,-1,32521,33265,24.100420475006104,16.147138182075384,20
96,0.1,1,33982579.807839155,40,206,-1,-1,-1,-1,29498,30242,23.46013069152832,16.29597291116354,20
97,0.11,1,33614221.63497056,40,207,-1,-1,-1,-1,25552,26296,23.025498390197754,16.474550742649825,20
81,0.0,1,33192188.794086717,40,208,-1,-1,-1,-1,9540,10284,21.163065433502197,16.684021756909786,20
81,0.0,1,32718145.168238293,40,209,-1,-1,-1,-1,8852,9596,20.70108413696289,16.925751663257206,20
81,0.0,1,32193959.695284836,40,210,-1,-1,-1,-1,8325,9069,20.293169021606445,17.20133855050788,20
81,0.0,1,31621698.999525104,40,211,-1,-1,-1,-1,11327,12071,20.86139678955078,17.512632702256656,20
81,0.0,1,31003619.243939705,40,212,-1,-1,-1,-1,9645,10389,20.152459144592285,17.861759804325025,20
80,0.0,1,30342157.235169377,40,213,-1,-1,-1,-1,6245,6989,18.87512445449829,18.251147922934052,20
81,0.0,1,29639920.816297382,40,214,-1,-1,-1,-1,11900,12644,20.432922840118408,18.683558685335857,20
81,0.0,1,28899678.58531356,40,215,-1,-1,-1,-1,9909,10653,20.0584077835083,19.162123148366895,20
81,0.0,1,28124348.9797947,40,216,-1,-1,-1,-1,11422,12166,20.56990385055542,19.690382891986232,20
81,0.0,1,27316988.77083616,40,217,-1,-1,-1,-1,9508,10252,19.956315755844116,20.27233691991773,20
81,0.0,1,26480781.011596978,40,218,-1,-1,-1,-1,11674,12418,20.03190040588379,20.912494981076208,20
81,0.0,1,25619022.487973116,40,219,-1,-1,-1,-1,8240,8984,19.416592121124268,21.615937932837696,20
81,0.0,1,24735110.720873456,40,220,-1,-1,-1,-1,10024,10768,19.19715166091919,22.388385734318828,20
81,0.0,1,23832530.57134462,40,221,-1,-1,-1,-1,12962,13706,19.66828227043152,23.23627356072058,20
81,0.0,1,22914840.501352366,40,222,-1,-1,-1,-1,9932,10676,19.593868255615234,24.16683633330625,20
81,0.0,1,21985658.54438912,40,223,-1,-1,-1,-1,11396,12140,18.863024711608887,25.188201612515627,20
81,0.0,1,21048648.041217387,40,224,-1,-1,-1,-1,7616,8360,18.230143785476685,26.30949023023196,20
81,0.0,1,20107503.19698775,40,225,-1,-1,-1,-1,9717,10461,18.519928455352783,27.540923135745675,20
81,0.0,1,19165934.51667232,40,226,-1,-1,-1,-1,13641,14385,19.716942310333252,28.89393154913845,20
81,0.0,1,18227654.176235624,40,227,-1,-1,-1,-1,9388,10132,19.13154125213623,30.381265446762306,20
81,0.0,1,17296361.387217592,40,228,-1,-1,-1,-1,10666,11410,19.4125759601593,32.01709235846885,20
80,0.0,1,16375727.812428923,40,229,-1,-1,-1,-1,11122,11866,19.3942654132843,33.81707404660757,20
80,0.01,1,15469383.090259343,40,230,-1,-1,-1,-1,8799,9543,18.82556438446045,35.79840235184943,20
100,0.15,1,14580900.524667937,40,231,-1,-1,-1,-1,45815,46559,19.85047459602356,37.97976668609167,20
77,0.0,1,13713782.99727549,40,232,-1,-1,-1,-1,8191,8935,19.49426531791687,40.381213565215305,20
98,0.15,1,12871449.157099199,40,233,-1,-1,-1,-1,36616,37360,19.9114727973938,43.023842400415745,20
97,0.14,1,12057219.942378677,40,234,-1,-1,-1,-1,27044,27788,20.33071279525757,45.929260861666684,20
99,0.16,1,11274305.487630574,40,235,-1,-1,-1,-1,36601,37345,19.98561978340149,49.11869743174602,20
98,0.16,1,10525792.467552152,40,236,-1,-1,-1,-1,28022,28766,19.222174882888794,52.6116396183123,20
74,0.0,1,9814631.92767024,40,237,-1,-1,-1,-1,6654,7398,19.398545026779175,56.423837804731,20
97,0.19,1,9143627.649714544,40,238,-1,-1,-1,-1,23462,24206,18.110488653182983,60.564495976308535,20
94,0.17,1,8515425.097584592,40,239,-1,-1,-1,-1,16016,16760,17.884098291397095,65.032478549671,20
96,0.2,1,7932500.987492058,40,240,-1,-1,-1,-1,14358,15102,17.230310440063477,69.81142528355146,20
97,0.21,1,7397153.523397848,40,241,-1,-1,-1,-1,12831,13575,16.53579831123352,74.86382407075202,20
100,0.24,1,6911493.336242147,40,242,-1,-1,-1,-1,12866,13610,16.04863166809082,80.12439180055634,20
64,0.0,1,6477435.162688689,40,243,-1,-1,-1,-1,5057,5801,16.824997663497925,85.49359215355454,20
65,0.01,1,6096690.296191512,40,244,-1,-1,-1,-1,6208,6952,16.999038457870483,90.83275893904853,20
97,0.24,1,5770759.840144914,40,245,-1,-1,-1,-1,11141,11885,16.195542812347412,95.96296074350126,20
97,0.26,1,5500928.789717466,40,246,-1,-1,-1,-1,5254,5998,15.277186632156372,100.67012702203019,20
99,0.29,1,5288260.965701865,40,247,-1,-1,-1,-1,4944,5688,14.544594287872314,104.71858397148934,20
