pruning_thresh,quality,technique,frame_id,datasize,sensitivity,map
0,0,0,1,346541,1.0,0.75
0,0,0,2,346541,1.0,0.6666666666666666
0,0,0,3,346541,1.0,0.6666666666666666
0,0,0,4,346541,1.0,0.725
0,0,0,5,346541,1.0,0.85
0,0,0,6,346541,0.8,0.825
0,0,0,7,346541,0.6666666666666666,0.59375
0,0,0,8,346541,0.8333333333333334,0.725
0,0,0,9,346541,0.8333333333333334,0.725
0,0,0,10,346541,0.8333333333333334,0.75
0,0,0,11,346541,0.8,0.875
0,0,0,12,346541,0.8,0.875
0,0,0,13,346541,0.8,0.875
0,0,0,14,346541,0.8,0.84375
0,0,0,15,346541,1.0,0.7380952380952381
0,0,0,16,346541,0.6,0.3333333333333333
0,0,0,17,346541,0.8333333333333334,0.6666666666666666
0,0,0,18,346541,0.8333333333333334,0.6041666666666666
0,0,0,19,346541,1.0,0.5595238095238095
0,0,0,20,346541,1.0,0.5595238095238095
0,0,0,21,346541,1.0,0.9166666666666666
0,0,0,22,346541,1.0,0.626984126984127
0,0,0,23,346541,1.0,0.7388888888888888
0,0,0,24,346541,1.0,0.7666666666666666
0,0,0,25,346541,1.0,0.7380952380952381
0,0,0,26,346541,1.0,0.7666666666666666
0,0,0,27,346541,0.8333333333333334,0.725
0,0,0,28,346541,0.8333333333333334,0.7111111111111111
0,0,0,29,346541,0.8333333333333334,0.5833333333333334
0,0,0,30,346541,0.8333333333333334,0.6
0,0,0,31,346541,0.8333333333333334,0.6333333333333333
0,0,0,32,346541,1.0,0.7388888888888888
0,0,0,33,346541,1.0,0.8
0,0,0,34,346541,1.0,0.8333333333333333
0,0,0,35,346541,1.0,0.7916666666666666
0,0,0,36,346541,1.0,0.7666666666666666
0,0,0,37,346541,1.0,0.7833333333333333
0,0,0,38,346541,1.0,0.8333333333333334
0,0,0,39,346541,0.8,0.75
0,0,0,40,346541,1.0,0.8777777777777778
0,0,0,41,346541,1.0,0.7944444444444444
0,0,0,42,346541,0.8333333333333334,0.6458333333333333
0,0,0,43,346541,1.0,0.6666666666666666
0,0,0,44,346541,0.8333333333333334,0.78125
0,0,0,45,346541,1.0,0.6666666666666666
0,0,0,46,346541,1.0,0.8333333333333333
0,0,0,47,346541,0.8333333333333334,0.575
0,0,0,48,346541,0.8333333333333334,0.575
0,0,0,49,346541,1.0,0.5
0,0,0,50,346541,1.0,0.5
0,0,0,51,346541,1.0,0.5
0,0,0,52,346541,1.0,0.5
0,0,0,53,346541,1.0,0.5
0,0,0,54,346541,1.0,0.5
0,0,0,55,346541,1.0,0.5
0,0,0,56,346541,1.0,0.5
0,0,0,57,346541,1.0,0.5
0,0,0,58,346541,1.0,0.5
0,0,0,59,346541,1.0,0.5
0,0,0,60,346541,1.0,0.5
0,0,0,61,346541,1.0,0.5
0,0,0,62,346541,1.0,0.5
0,0,0,63,346541,1.0,0.5
0,0,0,64,346541,1.0,0.5
0,0,0,65,346541,1.0,0.5
0,0,0,66,346541,1.0,0.5
0,0,0,67,346541,1.0,0.5
0,0,0,68,346541,1.0,0.5
0,0,0,69,346541,1.0,1.0
0,0,0,70,346541,1.0,0.5
0,0,0,71,346541,1.0,0.5
0,0,0,72,346541,1.0,0.5
0,0,0,73,346541,1.0,0.5
0,0,0,74,346541,1.0,0.5
0,0,0,75,346541,1.0,0.41666666666666663
0,0,0,76,346541,1.0,0.5
0,0,0,77,346541,1.0,0.5
0,0,0,78,346541,1.0,0.5
0,0,0,79,346541,1.0,0.5
0,0,0,80,346541,1.0,0.5
0,0,0,81,346541,1.0,0.5
0,0,0,82,346541,1.0,0.5
0,0,0,83,346541,1.0,0.5
0,0,0,84,346541,1.0,1.0
0,0,0,85,346541,1.0,0.5
0,0,0,86,346541,0.0,0.0
0,0,0,87,346541,0.0,0.0
0,0,0,88,346541,1.0,1.0
0,0,0,89,346541,1.0,1.0
0,0,0,90,346541,1.0,1.0
0,0,0,91,346541,1.0,1.0
0,0,0,92,346541,1.0,1.0
0,0,0,93,346541,1.0,1.0
0,0,0,94,346541,1.0,1.0
0,0,0,95,346541,1.0,1.0
0,0,0,96,346541,1.0,1.0
0,0,0,97,346541,0.0,0.0
0,0,0,98,346541,1.0,0.3333333333333333
0,0,0,99,346541,1.0,0.3333333333333333
0,0,0,100,346541,1.0,0.6666666666666666
0,0,0,101,346541,1.0,0.625
0,0,0,102,346541,1.0,0.25
0,0,0,103,346541,1.0,0.3333333333333333
0,0,0,104,346541,1.0,0.3333333333333333
0,0,0,105,346541,1.0,0.3333333333333333
0,0,0,106,346541,1.0,1.0
0,0,0,107,346541,0.0,0.0
0,0,0,108,346541,0.0,0.0
0,0,0,109,346541,0.0,0.0
0,0,0,110,346541,1.0,0.16666666666666666
0,0,0,111,346541,1.0,0.25
0,0,0,112,346541,1.0,0.3333333333333333
0,0,0,113,346541,1.0,0.3333333333333333
0,0,0,114,346541,1.0,0.6666666666666666
0,0,0,115,346541,1.0,0.3333333333333333
0,0,0,116,346541,1.0,0.75
0,0,0,117,346541,1.0,0.8333333333333333
0,0,0,118,346541,1.0,0.6666666666666666
0,0,0,119,346541,1.0,0.6666666666666666
0,0,0,120,346541,0.5,0.16666666666666666
0,0,0,121,346541,1.0,0.5
0,0,0,122,346541,1.0,0.9166666666666666
0,0,0,123,346541,1.0,1.0
0,0,0,124,346541,0.75,0.7777777777777778
0,0,0,125,346541,1.0,1.0
0,0,0,126,346541,1.0,1.0
0,0,0,127,346541,1.0,0.9166666666666666
0,0,0,128,346541,0.6666666666666666,0.6666666666666666
0,0,0,129,346541,0.6666666666666666,0.6666666666666666
0,0,0,130,346541,0.6666666666666666,0.5555555555555556
0,0,0,131,346541,0.5,0.5
0,0,0,132,346541,0.5,0.5
0,0,0,133,346541,0.6666666666666666,0.5
0,0,0,134,346541,0.5,0.5
0,0,0,135,346541,0.5,0.5
0,0,0,136,346541,0.5,0.5
0,0,0,137,346541,0.5,0.5
0,0,0,138,346541,0.6666666666666666,0.6666666666666666
0,0,0,139,346541,0.4,0.4
0,0,0,140,346541,0.5,0.5
0,0,0,141,346541,1.0,0.8611111111111112
0,0,0,142,346541,1.0,1.0
0,0,0,143,346541,1.0,1.0
0,0,0,144,346541,1.0,1.0
0,0,0,145,346541,1.0,0.5
0,0,0,146,346541,1.0,0.5
0,0,0,147,346541,1.0,0.41666666666666663
0,0,0,148,346541,1.0,0.5
0,0,0,149,346541,1.0,0.5
0,0,0,150,346541,1.0,0.5
0,0,0,151,346541,1.0,0.3333333333333333
0,0,0,152,346541,1.0,0.75
0,0,0,153,346541,1.0,0.6666666666666666
0,0,0,154,346541,0.8,0.5555555555555556
0,0,0,155,346541,1.0,0.6111111111111112
0,0,0,156,346541,1.0,0.6388888888888888
0,0,0,157,346541,1.0,0.3611111111111111
0,0,0,158,346541,1.0,0.5694444444444444
0,0,0,159,346541,1.0,0.4861111111111111
0,0,0,160,346541,0.8333333333333334,0.6583333333333333
0,0,0,161,346541,0.8333333333333334,0.7916666666666666
0,0,0,162,346541,1.0,0.9166666666666666
0,0,0,163,346541,0.75,0.5311111111111111
0,0,0,164,346541,0.8571428571428571,0.7766666666666666
0,0,0,165,346541,0.8333333333333334,0.7083333333333333
0,0,0,166,346541,0.8,0.4833333333333333
0,0,0,167,346541,0.8,0.5666666666666667
0,0,0,168,346541,0.5,0.25
0,0,0,169,346541,1.0,0.5
0,0,0,170,346541,1.0,0.5
0,0,0,171,346541,1.0,0.8333333333333333
0,0,0,172,346541,0.75,0.41666666666666663
0,0,0,173,346541,0.8,0.5476190476190476
0,0,0,174,346541,0.6666666666666666,0.5416666666666666
0,0,0,175,346541,0.7142857142857143,0.7166666666666666
0,0,0,176,346541,0.75,0.5416666666666666
0,0,0,177,346541,0.5714285714285714,0.7
0,0,0,178,346541,0.8,0.8333333333333333
0,0,0,179,346541,0.6666666666666666,0.5
